date,pred_stage,pred_discharge
2021-08-19,32.554287,1667.7299
2021-08-20,32.48082,1610.671
2021-08-21,32.412,1551.1118
2021-08-22,32.469456,1622.5208
2021-08-23,32.853203,1847.7318
2021-08-24,33.089718,1993.4519
2021-08-25,33.84629,2408.931
2021-08-26,34.6313,2589.3865
2021-08-27,34.209526,2433.681
2021-08-28,34.23209,2808.3613
2021-08-29,34.56711,2733.88
2021-08-30,34.752052,2800.896
2021-08-31,34.65428,2760.5754
2021-09-01,34.617588,2729.5903
2021-09-02,34.518692,2645.7017
2021-09-03,34.44052,2616.0757
2021-09-04,34.51435,2584.2227
2021-09-05,34.390404,2522.0361
2021-09-06,34.26177,2386.8857
2021-09-07,34.170982,2437.2314
2021-09-08,34.279404,2526.0369
2021-09-09,34.376343,2682.2217
2021-09-10,34.579086,2866.7166
2021-09-11,34.685345,2982.7295
2021-09-12,34.86413,3106.6777
2021-09-13,34.97967,3134.9822
2021-09-14,34.93164,3062.1707
2021-09-15,34.849674,3060.7314
2021-09-16,34.867638,2979.191
2021-09-17,34.77003,2972.2063
2021-09-18,34.873928,2873.9211
2021-09-19,34.79032,2808.2886
2021-09-20,34.713833,2756.4526
2021-09-21,34.426544,2499.2932
2021-09-22,34.172688,2310.922
2021-09-23,33.912315,2233.2417
2021-09-24,33.774647,2128.8672
2021-09-25,33.72465,2100.911
2021-09-26,33.683834,2147.627
2021-09-27,33.648582,2148.4624
2021-09-28,33.636543,2152.3855
2021-09-29,33.67355,2253.9663
2021-09-30,33.997746,2517.3318
2021-10-01,33.93969,2424.406
2021-10-02,32.22194,2307.1997
2021-10-03,32.886158,1988.6149
2021-10-04,32.47471,1694.2748
2021-10-05,33.507214,1534.8376
2021-10-06,33.294643,1439.1293
2021-10-07,32.870136,1514.7494
2021-10-08,33.577694,1627.828
2021-10-09,33.556488,1716.9291
2021-10-10,33.480263,1587.9498
2021-10-11,33.429432,1481.1704
2021-10-12,32.826115,1233.1445
2021-10-13,32.30579,916.5313
2021-10-14,31.643774,716.95026
2021-10-15,31.25641,582.8783
2021-10-16,31.204678,587.73535
2021-10-17,30.957098,532.0119
2021-10-18,31.006615,566.2301
2021-10-19,31.132965,482.57916
2021-10-20,30.998348,475.9693
2021-10-21,31.76662,544.58765
2021-10-22,32.33657,617.29926
2021-10-23,32.173122,579.2812
2021-10-24,31.511786,538.9259
2021-10-25,30.81586,503.92084
2021-10-26,30.333647,455.74445
2021-10-27,30.371746,350.99594
2021-10-28,29.666744,371.6068
2021-10-29,29.360287,399.25952
2021-10-30,29.337248,407.60843
2021-10-31,29.276825,413.97873
2021-11-01,29.07876,319.66107
2021-11-02,29.055138,335.63812
2021-11-03,29.40524,512.6921
2021-11-04,29.390158,471.7388
2021-11-05,29.191963,361.74182
2021-11-06,29.148235,349.18124
2021-11-07,29.03006,325.73346
2021-11-08,28.94773,310.90964
2021-11-09,28.941896,320.38696
2021-11-10,28.990757,338.5689
2021-11-11,29.037117,347.04684
2021-11-12,29.06956,366.0558
2021-11-13,29.086506,374.5515
2021-11-14,29.06809,363.55478
2021-11-15,29.06098,362.45044
2021-11-16,28.972185,335.0337
2021-11-17,28.956856,327.94244
2021-11-18,28.949772,339.16794
2021-11-19,28.841942,289.45578
2021-11-20,28.7059,258.75354
2021-11-21,28.65526,254.9108
2021-11-22,28.589237,246.49734
2021-11-23,28.565546,237.74739
2021-11-24,28.569584,246.1701
2021-11-25,28.58088,242.79187
2021-11-26,28.568151,238.83592
2021-11-27,28.523323,237.12889
2021-11-28,28.551205,238.89981
2021-11-29,28.51973,231.06789
2021-11-30,28.506802,224.29659
2021-12-01,28.522379,233.85252
2021-12-02,28.541391,233.3617
2021-12-03,28.497478,232.84288
2021-12-04,28.53913,235.85275
2021-12-05,28.526176,228.02245
2021-12-06,28.458632,209.00493
2021-12-07,28.422443,201.75497
2021-12-08,28.412651,194.69963
2021-12-09,28.376041,171.03473
2021-12-10,28.295145,142.81976
2021-12-11,28.21835,127.76634
2021-12-12,28.223125,122.2396
2021-12-13,28.190857,113.01125
2021-12-14,28.213114,122.95763
2021-12-15,28.261068,125.49658
2021-12-16,28.250925,124.34499
2021-12-17,28.211626,120.96983
2021-12-18,28.252546,122.708305
2021-12-19,28.271832,132.74622
2021-12-20,28.323772,137.63841
2021-12-21,28.27348,131.68562
2021-12-22,28.246964,121.08902
2021-12-23,28.256542,127.61708
2021-12-24,28.301702,153.43593
2021-12-25,28.254019,132.33444
2021-12-26,28.245773,117.423515
2021-12-27,28.197422,114.54045
2021-12-28,28.237724,118.53014
2021-12-29,28.313807,136.60489
2021-12-30,28.388395,155.74567
2021-12-31,28.323256,140.23848
2022-01-01,28.298437,141.27429
2022-01-02,28.239132,159.80315
2022-01-03,28.249075,167.42058
2022-01-04,28.255672,160.9516
2022-01-05,28.257107,169.73422
2022-01-06,28.243229,161.07034
2022-01-07,28.263893,161.83696
2022-01-08,28.255573,164.38008
2022-01-09,28.215992,149.18533
2022-01-10,28.192434,133.33698
2022-01-11,28.167871,125.19424
2022-01-12,28.177004,122.323074
2022-01-13,28.174288,132.09486
2022-01-14,28.176783,126.96789
2022-01-15,28.195562,128.87822
2022-01-16,28.19006,132.8949
2022-01-17,28.149195,118.03946
2022-01-18,28.14262,103.51297
2022-01-19,28.137663,103.640854
2022-01-20,28.189728,109.12399
2022-01-21,28.152905,111.0846
2022-01-22,28.185154,112.236916
2022-01-23,28.197618,114.59775
2022-01-24,28.205126,119.41772
2022-01-25,28.196066,121.543106
2022-01-26,28.16789,119.33665
2022-01-27,28.188599,123.5353
